Updated on:,F2,F3,2022-11-28,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,Contact:,Food & Trade Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
2205,,,,Cottage cheese,g,1.76047169197684,1.77278299495804,1.95671745111253,2.69601960000174,2.91224294979775,3.04549907242543,3.72668772220945,3.7558098720807,3.51256318318441,4.49432583084945,4.28629999376489,4.3803536105106,5.36045942341976,5.23190079473188,5.91227817823539,5.6411673775684,5.13583950995955,5.74444099235579,7.73640770760057,6.92469659232781,6.73355300395315,7.09075167570919,6.74531848192884,5.97746717178863,5.93999540053482,6.54552203456287,6.14523743176863,6.0694936185848603,5.9023201534776177,5.8388966372631907,5.2136217731513259,5.5029307975509214,5.403143476824904,5.4901981254292762,4.34559555366497,4.0876432370329789,4.5924169000702113,4.4434057930512525,5.17074784679887,4.56703389754745,5.05492971941415,5.02101371245205,5.13194047337098,4.37949422889243,5.02616916058959,5.47266859680986,3.85779046502869,4.92704592347873,,-1.9721428774839258,27.716784209587356,,,,ü
2206,,,,Soft natural cheese,g,2.24060033524326,2.25626926631023,2.49036766505231,3.43129767272948,3.70649102701531,3.87608972854145,4.74305710099384,4.78012165537543,4.47053496041652,5.72005105744476,5.45529090115532,5.57499550428621,6.82240290253425,6.65878282965876,7.5247176813905,7.17966757145069,6.53652301267579,7.31110671754374,5.02175385174451,5.59838722797172,5.22925378495362,5.59951027841492,6.36624398433376,7.73244677523364,7.00770881710954,7.75900868640349,8.00314389207287,9.9245735574812741,9.6877921183433511,11.689334308259482,11.678431382120715,14.048090724491766,14.997200273096119,15.922432106614604,15.2878612478671,16.244697997691002,18.860461532141375,19.819344210398484,19.3097826580547,20.2308049285683,19.9527471689008,20.2278640592933,20.6053027775245,25.6212585624608,26.2625369800167,27.0944764629987,28.1840602514096,36.3928456340269,üü,38.573229470246424,29.125630975071129,yes,k,,üü
2301,,,Processed cheese,,g,7.87867959107755,8.03047861583782,8.18037138431781,6.93002499751539,6.65204657847473,6.60962956420809,6.46542204885617,6.71042980589986,7.21930790377214,6.82239074943106,6.96041055666529,7.47820585284887,7.57378509404239,8.2481904458859,8.29832964665025,9.0014242483542,8.65616865993415,9.40608514912355,10.0433814808278,9.04264211783778,9.79366003338404,9.86226312999252,12.0338187871021,11.0728391780177,10.1018865653318,9.99644627363545,11.6764803684772,12.490268978533948,12.454021240638248,13.656683567433664,13.614577959659515,12.042748062321321,12.660916458808737,12.2198263458359,11.8640366594739,10.937617483050065,11.229453376101169,10.614266433263008,10.3884372166344,10.9007317103918,10.4031098211948,10.3640524556025,10.7906249586467,10.0209615613967,10.0232756954684,9.62760261810376,10.3748402781086,10.85949234961,ü,8.3427482147340442,4.6714171833952864,,,,üü
31041,,Carcase meat,,,g,393.446647713338,412.96550290932,396.208100391988,415.750077247285,416.343426610456,435.882301046203,453.25155648521,407.859263763295,396.074991478368,378.464460854561,347.778633367549,357.047024772514,357.323334506345,338.128562569542,334.172010720338,328.584241543516,301.010190086181,303.617335530875,269.418412382937,265.796358871268,249.512995338962,234.820692194693,230.829552040568,230.962535769573,233.439840160635,225.658816872174,235.176850550697,228.96790823200763,229.87957353766325,224.64930977945008,228.98631751590608,225.51893144851525,237.55365492563337,234.74945362880632,210.570036473174,212.20190563875883,210.84723569947474,204.14353911706499,195.955538873801,182.288174264915,195.444406701212,187.262969274339,192.288104634384,175.173979368467,181.639119591893,167.676738625741,169.796967076032,192.662123586997,üü,6.0686288393551102,13.466174870323746,,,,üüü
31,,,Beef and veal,,g,189.249408933112,215.123116252474,195.796124992862,209.337675269243,211.254787719223,211.669075284122,208.191089343985,179.388549642269,181.275630927914,168.927756640174,160.91487539431,167.124538009761,168.896559170249,173.426695342765,162.526360017701,154.552963006384,134.345148227335,136.798897225463,127.31408352499,119.776877838102,118.337129216049,109.141545012812,92.6547734842654,101.136188763332,100.068171856382,100.669667120992,113.252507063388,117.61808398682309,118.34371755188805,119.14058052675928,123.26603021256732,120.4766515774231,128.08688935733204,126.02118123048869,111.006282619537,111.62948860513465,114.09998777732862,112.0939066519979,104.05140521646,96.5940388689344,101.43335331374,102.487473520136,102.638918015077,101.61466815956,98.6922942818303,96.0324941233064,96.5399456362913,109.750092030412,üü,11.204317245888074,13.683606622163635,yes,,,üüü
3102,,,,Beef joints - on the bone,g,10.44035570655,25.2975981155115,15.2404101514985,26.3796304352643,15.5359731770251,18.8782124535392,18.556366626968,5.41130342965225,10.5235094807656,7.93248217433299,7.82201434214187,6.15993883070401,6.40702689831134,9.71944918264554,8.08701536200904,4.78019520832002,6.10503478714364,5.85552577258019,4.54136822152531,3.40154057349327,3.63354187995597,3.43528053448656,5.74027751657169,3.82635806991106,0.256927582588555,0.268661997092541,0.670720927262798,2.7986066544671471,1.6106754252296864,2.1733115251254711,1.568712026066502,2.1512323888026068,2.2301620621542777,1.1090557642187704,0.71108568100496,0.81987930582918567,1.297942279705161,0.74290468543898525,0.790723804345433,0.987918027943903,1.46928443630359,0.945483546916127,1.06934478506719,1.07889982181177,1.18607933103224,0.94228939874461,1.12807978674817,0.233614908351597,û,-80.303601771031396,-79.290923293198915,yes,,,û
3103,,,,Beef joints - boned,g,61.5412102412814,67.7105179675949,60.825470532523,64.6488724592867,65.7376773944811,60.3188337035655,63.5384484816633,54.82707496427,58.9945166643974,51.7539558723864,45.6881910482934,51.4930803405479,50.42348032964,49.0142044109085,44.5171466442675,41.5437643832953,35.7438996688465,32.5142954237548,29.6617377949679,26.3537048722006,31.4905533665028,27.3542293610975,16.6098368355604,17.6902187535906,22.8361008490121,21.9565059947989,26.5928531804447,28.743243775841727,28.746248362915619,28.529221116089488,27.829158975746378,25.312453359817837,28.966180078171742,26.183563636254071,21.1209207480672,21.345921494944623,19.128719015222835,19.799419063269852,18.4493595456461,15.885651126138,16.8659168931973,19.007155890448,19.4641121359394,18.1198973159063,16.8080296497643,16.5991790209079,13.9819573772501,19.1592081017807,,13.988423991442286,37.028082584162313,,,,ü
3104,,,,Beef steak - less expensive,g,42.4471458884208,45.4285543045098,51.3691019120199,52.9445842813141,55.788688049038,54.1261045619023,51.4978937530976,48.3926800650295,43.1039813883526,43.701702311494,39.2014461708059,37.0915296973288,39.161852963603,38.7647097645505,35.4897128954773,33.9800613071169,29.5373388828962,28.599042063247,27.0708375079866,24.8997260581417,22.1113810018966,20.1299965888124,19.8309706570795,19.2104150695911,18.971696085211,16.0607573583022,17.0784736852371,15.798975712610275,15.621276641439929,15.646723848960004,16.44621854968203,18.611068304217799,22.193479181452883,17.925614066629276,15.8347977404933,18.171320993630196,17.775786255778844,16.406141837883748,15.7814832758983,14.3126108138837,16.0470762984951,16.4383408717268,16.189643899539,15.7525330314882,16.1314335845125,15.419825071954,15.810100124148,19.5312239061191,ü,21.075562217053839,23.536370755094069,,,,üü
3105,,,,Beef steak - more expensive,g,34.729482999617,37.1688171582353,25.7162740431929,23.5916802556176,30.2740914643827,27.3077408495371,25.5712153023388,24.2514851838212,21.6535134646373,19.5274044422652,20.5870580279002,22.8360877616087,23.7153068436156,24.0137052862937,24.2830682292794,25.2300502110549,16.9653050519389,18.5350775123383,17.2607609669533,16.7687811307036,17.3278978062891,17.2120535185458,16.27328560847,22.0621058157061,21.6250511963861,20.8099377741945,22.5596963563857,24.024931746301782,23.584149986485645,24.952623569729141,28.363903613889846,24.346308681451816,23.522751524555169,25.073231861742926,21.1355767740459,19.409466045854352,20.717162276402433,18.300855433989717,17.5209793385902,17.7806900273643,16.4122606482023,14.8280405200318,14.2792878775831,15.7367141518875,16.2053958010558,17.4210634268726,16.6282583076171,20.528922417262,ü,26.67954963447723,23.458043755900263,,,,ü
3106,,,,Minced beef,g,36.8963174690689,36.8545630661757,40.710875511765,40.0687409813974,42.4715922767632,49.2432678536085,47.2033156725698,45.1499791274886,45.7572882786023,44.7596562482984,46.3269218054341,47.957441826968,48.2033585682911,51.147160240525,49.3821297771935,48.2313029974609,44.7748337643325,50.4480509752161,48.1259104200037,47.4044975129658,43.2917669780623,40.4690305741976,32.1711733729085,35.4437985764159,34.8789255344524,39.6978806955961,44.279370790339,44.541797302013755,47.907329924968231,46.88972825160738,47.467010457147865,48.835566642106983,50.666100585342996,55.188413772877027,51.8264472902084,51.096433056128532,54.517698840696966,56.462353867856912,50.1196218070124,46.9486775371909,50.4858602312934,50.811200278303,51.3683494184243,49.7552454798608,48.154601774962,45.3582406084443,48.4206954430592,50.0337548040009,üü,3.902333234569447,3.331342819804437,,,,üü
3107,,,,All other beef and veal,g,3.19489662817355,2.66306564044683,1.93399284186239,1.70416685636328,1.44676535753256,1.79491586196982,1.8238495073474,1.35602687200765,1.24282165115906,1.2525555913973,1.28924399973434,1.58645955260341,0.985533566787865,0.767466457841967,0.767287109474338,0.787588899136396,1.21873607217774,0.846905478326379,0.653468613552897,0.948627690597495,0.481988183342232,0.540954435672522,2.02922949367532,2.90329247811715,1.49947060873154,1.8759233010073,2.07139212371884,1.7105287955884236,0.87403721084884012,0.9489722152478044,1.5910265900346994,1.2200222010258608,0.50821592565503593,0.54130212876654693,0.377454385717689,0.78646770874796612,0.66267910952245856,0.38223176355869315,1.38923744496782,0.678491336413601,0.152954806248792,0.457252412709911,0.268179898523793,1.17137835860513,0.206754140503596,0.291896596382877,0.570854597468665,0.263367892898315,û,27.382161371387145,-53.864277511968098,,,,û
36,,,Mutton and lamb,,g,113.411050449566,119.287461248477,119.062209072068,112.065828052159,110.371593084728,120.551373816473,127.540837855421,119.89554767279,99.9192131582291,108.941962817772,93.3816705235908,91.9676361183641,84.9563490399879,74.8560105525152,77.8783839677388,84.4286787079492,82.185403372457,85.212665658917,70.3543368549843,65.6865467771347,54.0068212574856,54.1919290197737,64.9210003681371,55.3546163960115,58.1970633838065,55.9824160554759,54.4182839636923,50.639156902933038,50.831287262665427,49.464551062150953,49.976257698852059,53.017355694182932,54.033656880841328,54.805476317938798,44.5061089873985,46.466817716146025,43.580155462619025,36.524184189646483,36.4607806949498,34.7556740160619,37.202763345459,34.6141125695164,38.240688949096,24.1004435751666,35.9762631251229,24.832905715708,32.1551582258025,32.0700069826276,,-10.857870726900192,-0.26481363449368012,,,,ü
3601,,,,Mutton,g,3.8496847017289,3.81102083909445,2.0293589553008,1.97535655405787,2.21936382237403,1.89476669450144,2.36592198436155,2.48325726913901,1.16206320759928,1.57074074533762,1.25290900993121,0.646347493371349,1.02153145272873,0.551096998307685,1.06421890210269,0.944985073244714,0.27745763066642,0.622614559852839,0.400364993923878,1.35819227946042,1.43264564063783,0.704433406120358,1.82937895184416,1.42650199771832,0.523243342685864,1.22051830645485,0.910543176118809,0.56572227730908942,1.2848234299315771,0.72669772394203513,1.66514823014083,1.7351408275249594,1.1464790432500829,0.20624010984071797,1.14131205425947,8.6393891390367489E-2,1.3524933029522346,0.75919697506355988,1.11986504446911,0.912348859340067,0.763003109480318,0.711246275236355,0.926281220366075,0.300669550542428,0.543109580329259,1.35524466643511,1.77679508651672,0.751211145025604,û,38.316680875005602,-57.721002791700577,,,,û
3602,,,,Lamb joints,g,61.3671653055876,65.7089378595531,69.3147130516693,67.5696298359057,68.0790132606322,69.8165921393515,77.2566261755046,72.6768712692552,60.3159126325349,66.3543044277691,54.1411472516451,55.407746580564,52.8468455120437,44.8220314908297,45.5180632486406,50.7422368111357,49.0511775393918,49.6260170898807,38.4461253068883,35.3111577635784,26.7740391783818,28.3965921742195,33.7748041062254,29.3619769734036,32.5966256095013,31.2863643839393,28.165047723828,28.135373764011959,28.646946159212945,26.858324870631826,28.100368698371266,27.865383335493931,28.845610896648697,34.997363986821661,20.6457752680918,24.614520455453054,22.639451914261549,19.266445805971543,19.1671335840356,18.541092717007,21.9265426763654,19.593680730621,22.2032003634576,10.2346726762957,23.3587627814117,12.9879289118405,15.3233080222222,13.5652026872056,,-41.926707274066629,-11.473405954294975,,,,ü
3603,,,,Lamb chops,g,37.3365561615605,38.5474843654826,35.4690917973653,31.9289417846919,30.1403673128804,35.744211783385,36.0875758948469,32.4969804558895,31.183112444285,31.193499489095,30.0122586427445,28.996436461447,24.615043548726,24.2396960741191,25.2327724813228,26.4182903385304,25.0998576643089,28.3688056894869,25.6324094745228,20.8378066605196,18.1119119730573,17.4979632788466,17.9553940531897,14.9102118995688,15.8478722971147,15.6442655051784,17.0204332938236,14.960133988750567,13.620406273940329,14.858292439481403,14.345437062567475,16.264068458381185,15.969203635286247,14.075495595640989,15.1757157285928,13.7546675777484,13.085078734341367,11.366759978469146,8.88725910509813,9.24066094802119,8.72752120241464,8.13718987974147,8.72866466612223,8.46424815944914,6.92960800715755,6.11497136001698,6.86041505386981,9.40567317920567,,35.731677311192961,37.100643406409354,,,,ü
3604,,,,All other lamb,g,10.8576442806888,11.2200181843464,12.249045267733,10.5918998775037,9.93284868884139,13.0958031992352,11.8307138007082,12.2384386785058,7.2581248738099,9.82341815557014,7.97535561927004,6.91710558298179,6.47292852648943,5.24318598925865,6.06332933567259,6.32316648503836,7.7569105380899,6.5952283196966,5.87543707964933,8.17939007357634,7.68822446540868,7.59294016058724,11.3614232568779,9.65592552532074,9.22932213450464,7.83126785990337,8.32225976992193,6.9779268728614019,7.2791113995805494,7.0212360280957213,5.8653037077724948,7.1527630727828653,8.0723633056563742,5.5263766256354296,7.54330593645447,8.0112357915542134,6.5031315110638639,5.131781430142226,7.28652296134695,6.06157149169371,5.78569635719868,6.17199568391754,6.38254269915009,5.10085318887937,5.14478275622441,4.37476077741534,8.19464006319381,8.34791997119071,û,62.259911967925078,1.8704898179159808,,,,û
41,,,Pork,,g,90.7861883306607,78.5549254083697,81.3497663270575,94.3465739258828,94.7170458065052,103.661851945608,117.519629285804,108.575166448236,114.880147392225,100.594741396615,93.4820874496482,97.9548506443889,103.470426296109,89.8458566742619,93.7672667348981,89.6025998291823,84.479638486388,81.6057726464949,71.7499920029625,80.332934256031,77.169044865427,71.4872181621068,73.2537781881655,74.4717306102292,75.1746049204465,69.0067336957064,67.5060595236164,60.710667342251199,60.704568723110285,56.044178190540222,55.744029604486848,52.02492417690938,55.433108687459232,53.922796080379094,55.0576448662381,54.105599317478323,53.167092459527005,55.525448275420722,55.4433529623912,50.9384613799182,56.8082900420127,50.1613831846865,51.4084976702114,49.4588676337415,46.9705621849393,46.8113387867264,41.1018632139385,50.842024573957,ü,8.2423164827672011,23.697615140511186,,,,üü
4101,,,,Pork joints,g,43.0087976908261,39.2228525550754,37.641396530167,48.9122896167319,43.6917304708198,45.7926212837832,56.9477097482319,46.783529914337,55.0848270625579,41.8650811094847,36.1722619532431,38.0198269800632,44.8275610375162,35.7903204230995,36.0009478080529,35.6062035394858,29.0144174507811,24.7081443145076,21.536204928476,30.5244154180929,27.2093215322709,25.3968456196627,20.4561027811112,25.2449371737493,25.3463009548452,26.8580450382254,23.9869896491447,20.982164525493548,21.081694655419263,18.941751810165727,18.087350236861017,15.769583086352664,19.469316874183228,20.133775922826249,20.9267060571136,18.532451880309988,19.23407613931164,20.174803416073601,17.7497829570235,16.1374672586681,23.0963398336168,17.6914874478451,16.9515707431329,18.7400821731075,16.1636021781651,14.9921244546442,14.2087005148912,19.8675611649943,,22.915430273536295,39.826729011371562,,,,ü
4102,,,,Pork chops,g,31.7659265040214,26.6117008872485,28.2243704770271,29.2145401985243,33.7995799240442,39.3130089196126,39.4124728009649,40.6613125323606,40.9390668701152,40.8115929069039,38.8749199467451,42.0090377265183,39.0621755545658,36.5895823469869,39.12933192805,36.5407443991534,34.424184039409,36.0922507340189,32.084406395766,32.4653883297823,30.3309674918476,28.2400488683304,25.856152836175,26.0228178533016,24.4899024810243,24.3552705732318,24.0238582587034,20.861475094573951,20.405190986686812,14.431358667345318,16.125133501495895,14.765228300484576,14.075146238447708,11.860478184440876,12.0940993831715,13.66384924371026,10.22524706879596,9.4910636789727487,9.76726586321428,8.4513023263049,7.43598475131869,6.75139681294882,6.73259639632798,6.1515471205155,7.05678726637923,6.1810141040648,5.65232353511514,5.41140444882992,,-23.316315986857571,-4.2623017735716084,,,,ü
