Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,FileName
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,Action
Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,Action
Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,0.87,0.38,0,0.13,Action
"WWE '13",PS3,2012,Action,THQ,0.51,0.62,0,0.26,Action
True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0,0.05,Action
Dead Rising 2,PS3,2010,Action,Capcom,0.43,0.57,0.15,0.22,Action
Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0,0.15,Action
LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0,0.76,Action
"Assassin's Creed: Rogue",PS3,2014,Action,Ubisoft,0.46,0.62,0.06,0.23,Action
LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0,0.22,Action
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.82,0.42,0,0.11,Action
LEGO Harry Potter: Years 5-7,Wii,N/A,Action,Warner Bros. Interactive Entertainment,0.76,0.47,0,0.13,Action
Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,Action
Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,Action
Samurai Warriors,PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,Action
Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,Action
Crysis 2,X360,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,Action
Spider-Man: The Movie,GBA,2002,Action,Activision,0.92,0.35,0.01,0.05,Action
Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.1,Action
LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.42,0,0.19,Action
The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0,0.11,Action
Skylanders Giants,X360,2012,Action,Activision,0.75,0.45,0,0.11,Action
LEGO Batman: The Videogame,PSP,N/A,Action,Warner Bros. Interactive Entertainment,0.57,0.46,0,0.28,Action
[Prototype],X360,2009,Action,Activision,0.84,0.35,0,0.12,Action
Crysis 2,PS3,2011,Action,Electronic Arts,0.45,0.57,0.06,0.21,Action
Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.44,0.09,0.21,Action
Resident Evil Zero,GC,2002,Action,Capcom,0.54,0.27,0.45,0.04,Action
Watch Dogs,X360,2014,Action,Ubisoft,0.72,0.45,0.01,0.11,Action
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.46,0.17,0.2,Action
"Assassin's Creed Syndicate",XOne,2015,Action,Ubisoft,0.61,0.56,0,0.11,Action
Army Men 3D,PS,1999,Action,3DO,1.1,0.14,0,0.04,Action
"WWE '13",X360,2012,Action,THQ,0.72,0.45,0,0.11,Action
Manhunt,PS2,2003,Action,Take-Two Interactive,0.63,0.49,0,0.16,Action
Kid Icarus: Uprising,3DS,2012,Action,Nintendo,0.48,0.35,0.36,0.07,Action
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0,0.16,Action
Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.56,0.05,0.22,Action
LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,Action
Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,0.62,0.48,0,0.16,Action
Yokai Watch 3,3DS,2016,Action,Level 5,0,0,1.27,0,Action
Kung Fu Panda,DS,2008,Action,Activision,0.56,0.57,0,0.14,Action
Hyrule Warriors,WiiU,2014,Action,Nintendo,0.61,0.42,0.13,0.1,Action
Ratatouille,DS,2007,Action,THQ,0.5,0.62,0,0.14,Action
LEGO The Lord of the Rings,X360,2012,Action,Warner Bros. Interactive Entertainment,0.63,0.51,0,0.11,Action
Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0,0.01,0.75,Action
Combat,2600,N/A,Action,Atari,1.17,0.07,0,0.01,Action
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,0.61,0.48,0,0.16,Action
"Tom Clancy's Splinter Cell: Pandora Tomorrow",PS2,2004,Action,Ubisoft,0.52,0.56,0,0.17,Action
Transformers: Autobots / Decepticons,DS,2007,Action,Activision,1.12,0.03,0,0.09,Action
[Prototype],PS3,2009,Action,Activision,0.65,0.41,0,0.19,Action
"Assassin's Creed: Bloodlines",PSP,2009,Action,Ubisoft,0.43,0.48,0.05,0.28,Action
Ridge Racer V,PS2,2000,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,Action
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0,0.04,Action
Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,0.55,0.55,0,0.13,Action
Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,Action
Bayonetta,PS3,2009,Action,Sega,0.44,0.41,0.21,0.17,Action
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0,0.2,Action
LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.66,0.43,0,0.12,Action
Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,LucasArts,0.66,0.48,0.01,0.06,Action
Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,Action
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,0.59,0.46,0,0.15,Action
LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.49,0,0.2,Action
Enter the Matrix,XB,2003,Action,Atari,0.72,0.43,0.01,0.04,Action
One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,Action
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,Action
Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,0.99,0.04,0,0.16,Action
Hitman 2: Silent Assassin,XB,N/A,Action,Eidos Interactive,0.76,0.38,0,0.05,Action
Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27,0.01,0.04,Action
Resident Evil: Operation Raccoon City,PS3,2012,Action,Capcom,0.48,0.25,0.36,0.1,Action
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.49,0,0.29,Action
Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.58,0.47,0.01,0.1,Action
Mission: Impossible,N64,1997,Action,Ocean,0.74,0.38,0.02,0.03,Action
007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.52,0.02,0.2,Action
LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,0.66,0.39,0,0.11,Action
LEGO Star Wars: The Video Game,XB,2005,Action,Eidos Interactive,0.83,0.28,0,0.05,Action
Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0,0.15,Action
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.33,0.09,0.16,Action
Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Take-Two Interactive,0.44,0.46,0.06,0.18,Action
Doraemon,NES,1986,Action,Hudson Soft,0,0,1.15,0,Action
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,Action
Action Bass,PS,2000,Action,Take-Two Interactive,0.64,0.43,0,0.07,Action
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,Action
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,Action
Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,Action
Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,Action
The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,0.71,0.38,0,0.05,Action
LEGO Star Wars: The Video Game,GBA,2005,Action,Eidos Interactive,0.82,0.3,0,0.02,Action
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0,0.09,Action
Yakuza 3,PS3,2009,Action,Sega,0.21,0.21,0.62,0.08,Action
Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.3,0.01,0.09,Action
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,Action
Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,Disney Interactive Studios,0.62,0.4,0,0.1,Action
Spider-Man 2,XB,2004,Action,Activision,0.82,0.26,0,0.04,Action
Mad Max (2015),PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,0.63,0.37,0,0.11,Action
"Tom Clancy's Splinter Cell: Chaos Theory",XB,2005,Action,Ubisoft,0.68,0.38,0,0.05,Action
Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,0.51,0.42,0,0.17,Action
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.52,0.33,0.17,0.08,Action
LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.36,0.53,0,0.21,Action
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.41,0,0.25,Action
The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.55,0,0.31,Action
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.04,0,0.08,Action
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,Action
"Dante's Inferno",PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,Action
Skylanders Giants,PS3,2012,Action,Activision,0.35,0.52,0,0.22,Action
Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,Action
Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.36,0.64,0,0.08,Action
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.48,0.32,0.2,0.09,Action
NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0,0,0.06,Action
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,Action
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.43,0.01,0.11,Action
Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,0.57,0.39,0.02,0.09,Action
Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,Action
Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.67,0.3,0,0.1,Action
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.42,0,0.1,Action
Darksiders,X360,2010,Action,THQ,0.67,0.29,0.01,0.1,Action
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.5,0.05,0.19,Action
Hulk,PS2,2003,Action,Universal Interactive,0.52,0.41,0,0.14,Action
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.44,0,0.18,Action
Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0,0.02,Action
"Assassin's Creed: Rogue",X360,2014,Action,Ubisoft,0.58,0.38,0,0.09,Action
Skylanders: Trap Team,Wii,2014,Action,Activision,0.42,0.54,0,0.08,Action
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.34,0.03,0.13,Action
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.4,0,0.11,Action
Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0,0.11,Action
Legacy of Kain: Soul Reaver,PS,N/A,Action,Eidos Interactive,0.58,0.4,0,0.07,Action
Disney Tangled,DS,2010,Action,Disney Interactive Studios,0.58,0.37,0,0.09,Action
Mega Man X4,PS,1996,Action,Virgin Interactive,0.45,0.3,0.22,0.07,Action
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.33,0,0.09,Action
LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0,0.09,Action
Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.72,0.23,0,0.08,Action
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.47,0,0.11,Action
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0,Action
ZombiU,WiiU,2012,Action,Ubisoft,0.53,0.36,0.05,0.08,Action
Final Fight 2,SNES,1993,Action,Capcom,0.39,0.12,0.49,0.02,Action
The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0,0.07,Action
Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Action,Disney Interactive Studios,0.44,0.4,0,0.17,Action
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0,0.13,Action
Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.3,Action
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,Action
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.36,0.03,0.21,Action
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,Action
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.48,0.02,0.18,Action
UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.21,0,0.07,Action
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,Action
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0,0.17,Action
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.48,0.35,0,0.16,Action
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.28,0,0.08,Action
LEGO Harry Potter: Years 5-7,X360,N/A,Action,Warner Bros. Interactive Entertainment,0.51,0.39,0,0.09,Action
"Tom Clancy's Splinter Cell: Blacklist",X360,2013,Action,Ubisoft,0.57,0.34,0.01,0.08,Action
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.46,0,0.17,Action
Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0,0.07,Action
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,Action
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0,0.92,0,0.05,Action
"Tom Clancy's Splinter Cell: Blacklist",PS3,2013,Action,Ubisoft,0.34,0.41,0.06,0.18,Action
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.43,0.51,0.01,Action
Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.27,0,0.09,Action
Yakuza 4,PS3,N/A,Action,Sega,0.15,0.14,0.63,0.05,Action
"Skylanders: Spyro's Adventure",X360,2011,Action,Activision,0.53,0.35,0,0.1,Action
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,Action
LEGO The Lord of the Rings,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.52,0.37,0,0.08,Action
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,Action
LEGO Harry Potter: Years 5-7,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.36,0.45,0,0.16,Action
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.28,0.04,0.14,Action
LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,0.37,0.49,0,0.1,Action
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.39,0,0.53,0.03,Action
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.15,Action
LEGO Jurassic World,X360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.4,0,0.08,Action
"Tom Clancy's Splinter Cell: Chaos Theory",PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,Action
Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0,0.09,Action
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.28,0,0.13,Action
"Skylanders: Spyro's Adventure",PS3,2011,Action,Activision,0.39,0.4,0,0.16,Action
Lego Batman 3: Beyond Gotham,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0,0.08,Action
The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.5,0,0.17,Action
"Assassin's Creed III",PC,2012,Action,Ubisoft,0.28,0.53,0,0.13,Action
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,Action
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,Action
Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,Action
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.48,0.3,0.08,0.08,Action
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,Action
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0,0.04,Action
LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.34,0.44,0,0.15,Action
Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,Action
Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0,0.02,Action
Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.31,0,0.08,Action
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,Action
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,Action
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,Action
"Dante's Inferno",X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,Action
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,Action
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.39,0,0.15,Action
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,Action
The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,Action
Avatar: The Game,PS3,2009,Action,Ubisoft,0.32,0.43,0,0.16,Action
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,Action
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0,0.13,Action
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.37,0,0.15,Action
3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0,0.06,Action
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0,0.09,Action
LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,Action
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,Action
Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0,0.02,Action
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,Action
Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.41,0.01,0.08,Action
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0,0.08,Action
Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.6,0.21,0,0.08,Action
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,Action
NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,Action
Just Cause 3,XOne,2015,Action,Square Enix,0.42,0.38,0,0.07,Action
NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0,0,0.06,Action
Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0,0.07,Action
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,Action
Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",0,0,0.86,0,Action
Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.63,0,0.11,Action
Darksiders II,PS3,2012,Action,THQ,0.35,0.37,0.01,0.14,Action
Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.37,0,0.15,Action
The Lord of the Rings: War in the North,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.25,0.45,0.01,0.15,Action
The Lord of the Rings: War in the North,X360,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.26,0,0.08,Action
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,Action
Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,Action
Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0,0.06,Action
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.46,0.32,0,0.07,Action
Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.47,0,0.1,Action
Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0,0.06,Action
Ratatouille,PS2,2007,Action,THQ,0.31,0,0,0.53,Action
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.26,0.1,0.44,0.04,Action
Thief (2014),PS4,2014,Action,Square Enix,0.28,0.37,0.03,0.16,Action
Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0,0.02,Action
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.21,0.11,0.1,Action
MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.68,0,0,0.16,Action
The Incredibles,GC,2004,Action,THQ,0.65,0.17,0,0.02,Action
Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,Action
Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0,0,0.74,Action
Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,Action
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0,0.01,Action
The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.37,0,0.14,Action
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.44,0.3,0,0.08,Action
"Custer's Revenge",2600,1981,Action,Mystique,0.76,0.05,0,0.01,Action
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,Action
Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.07,Action
"Disney's The Little Mermaid: Ariel's Undersea Adventure",DS,2006,Action,Disney Interactive Studios,0.73,0.03,0,0.06,Action
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0,0.02,Action
"Army Men: Sarge's Heroes",N64,1999,Action,3DO,0.68,0.12,0,0.01,Action
Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0,0.13,Action
Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,Action
Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,Action
MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,Action
Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,Action
[Prototype 2],X360,2012,Action,Activision,0.48,0.25,0,0.07,Action
Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0,0.04,Action
Darksiders II,X360,2012,Action,THQ,0.45,0.28,0,0.07,Action
Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,Action
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.54,0.19,0,0.06,Action
The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,Action
Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,Action
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.62,0.11,0,0.07,Action
Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,Action
Drawn to Life,DS,2007,Action,THQ,0.71,0.02,0,0.06,Action
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.27,0.2,0.27,0.05,Action
"Tom Clancy's Splinter Cell: Double Agent",X360,2006,Action,Ubisoft,0.67,0.05,0.01,0.06,Action
God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.72,0,0,0.06,Action
Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.15,0.03,0.06,Action
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.29,0,0.07,Action
Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0,0.08,Action
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.4,0,0.09,Action
